0.999722498,0.978491124,0.992643371,SittingOFF+ScreenON
0.999405352,0.000410289,0.962715265,SittingOFF+ScreenON
0.999246779,0.987578726,0.986457114,SittingOFF+ScreenON
0.947274529,0.000837725,0.96722956,SittingOFF+ScreenON
0.874846383,0.026306284,0.9396422,SittingOFF+ScreenON
0.740138751,0.976718919,0.962213677,SittingOFF+ScreenON
0.617799802,0.000411514,0.947500418,SittingOFF+ScreenON
0.576610505,0.97371462,0.970071894,SittingOFF+ScreenON
0.536095144,0.000360075,0.924427353,SittingOFF+ScreenON
0.484836472,0.973343523,0.942150142,SittingOFF+ScreenON
0.521387512,0.000360075,0.944490888,SittingOFF+ScreenON
0.607452924,0.984460527,0.969570306,SittingOFF+ScreenON
0.997264618,0.000405391,0.944490888,SittingOFF+ScreenON
0.997264618,0.981881216,0.964721618,SittingOFF+ScreenON
0.997185332,0.000410289,0.924427353,SittingOFF+ScreenON
0.999048563,0.974443343,0.9396422,SittingOFF+ScreenON
0.58160555,0.000406615,0.949841164,SittingOFF+ScreenON
0.373359762,0.981475825,0.969570306,SittingOFF+ScreenON
0.139940535,0.000405391,0.970071894,SittingOFF+ScreenON
0.095143707,0.982000016,0.957364989,SittingOFF+ScreenON
0.085272547,0.000400492,0.929777629,SittingOFF+ScreenON
0.145649158,0.984933279,0.934626317,SittingOFF+ScreenON
0.74148662,0.000400492,0.957364989,SittingOFF+ScreenON
0.557264618,0.986658944,0.971743856,SittingON+ScreenON
0.016729435,0.000379671,0.969570306,SittingON+ScreenON
3.96432E-05,0.986453187,0.952349106,SittingON+ScreenON
3.96432E-05,0.000374772,0.949841164,SittingON+ScreenON
3.96432E-05,0.982611164,0.929276041,SittingON+ScreenON
3.96432E-05,0.000369873,0.964721618,SittingON+ScreenON
3.96432E-05,0.987927779,0.9396422,SittingON+ScreenON
0.99468781,0.000369873,0.969570306,SittingON+ScreenON
0.99012884,0.04534371,0.944992476,SittingON+ScreenON
0.9535778,0.013540774,0.96722956,SittingON+ScreenON
0.974667988,0.017450158,0.96722956,SittingON+ScreenON
0.996868186,0.024183802,0.967563953,SittingON+ScreenON
0.001863231,0.025227284,0.969570306,SittingON+ScreenON
0.565510406,0.984203331,0.969570306,SittingON+ScreenON
0.994846383,0.000374772,0.969570306,SittingON+ScreenON
0.998017839,0.026156865,0.944490888,SittingON+ScreenON
0.695817641,0.984476449,0.969570306,SittingON+ScreenON
0.2639445,0.000410289,0.929777629,SittingON+ScreenON
0.239286422,0.018220522,0.956863401,SittingON+ScreenON
0.998295342,0.016741031,0.932285571,SittingON+ScreenON
0.990009911,0.016094366,0.954355459,SittingON+ScreenON
0.984975223,0.019648574,0.929777629,SittingON+ScreenON
0.986085233,0.016961485,0.934626317,SittingON+ScreenON
0.98604559,0.01784575,0.929777629,SittingON+ScreenON
0.979663033,0.984957774,0.934626317,SittingON+ScreenON
0.998334985,0.000353951,0.957364989,SittingON+ScreenON
0.625966303,0.976389462,0.972579836,SittingON+ScreenON
0.214033697,0.000349052,0.972078248,SittingON+ScreenON
3.96432E-05,0.023311784,0.952349106,SittingON+ScreenON
3.96432E-05,0.989161096,0.970071894,SittingON+ScreenON
3.96432E-05,0.018867187,0.927269687,SittingON+ScreenON
3.96432E-05,0.02445692,0.952349106,SittingON+ScreenON
3.96432E-05,0.987361947,0.929276041,SittingON+ScreenON
3.96432E-05,0.000389469,0.927269687,SittingON+ScreenON
